X1,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
129115,Italy,"Made from native grape Susumaniello, this conveys aromas of charred earth, mature plum and a hint of coffee bean. The soft, dense palate offers juicy black cherry, pomegranate, licorice and a note of black pepper alongside ripe, velvety tannins. Drink through 2016.",Oltremè,87,18,Southern Italy,Salento,NA,Kerin O’Keefe,@kerinokeefe,Tenute Rubino 2013 Oltremè Susumaniello (Salento),Susumaniello,Tenute Rubino
66246,Italy,"Fresh and fragrant, this delivers aromas of ripe orchard fruits and nuts, with a whiff of yellow wild flowers. The linear palate offers crisp pear, apple and lightly toasted almond alongside brisk acidity and a firm, refined perlage. It closes on a note of fresh peach and chopped herbs.",Brut,91,18,Veneto,Valdobbiadene Prosecco Superiore,NA,Kerin O’Keefe,@kerinokeefe,Sorelle Bronca NV Brut  (Valdobbiadene Prosecco Superiore),Glera,Sorelle Bronca
82468,France,"This wine has the classic richness of Pinot Noir, with a touch of textured tannin and bright red fruits. It needs more bottle age, so drink this wine from 2017. This is one of three Champagnes in a series of limited releases named after Dumangin ancestors (Hippolyte was the first to make Champagne).",Cuvée Hippolyte Brut Nature,92,120,Champagne,Champagne,NA,Roger Voss,@vossroger,J. Dumangin Fils NV Cuvée Hippolyte Brut Nature Pinot Noir (Champagne),Pinot Noir,J. Dumangin Fils
63566,US,"As good as their Redwoods' Edge but meatier, denser and exuding more spice, this Pinot has a nose of leather and dark blue and red fruit, sexy texture and a long-lingering finish. It'll delight on the dinner table with pork tenderloin or leg of lamb.",River Turn,93,55,California,Anderson Valley,NA,Virginie Boone,@vboone,Black Kite 2011 River Turn Pinot Noir (Anderson Valley),Pinot Noir,Black Kite
31709,France,"It should be easy to stump your wine-geek buddies with this one. At once honeyed and rich, exotic and tropical, this is a rarity they're unlikely to even know exists. A mere hint of bitterness on the finish of this medium-bodied wine nicely balances the ripe tropical flavors. Drink now.",NA,88,12,Rhône Valley,Clairette de Bellegarde,NA,Joe Czerwinski,@JoeCz,Mas Carlot 2008  Clairette de Bellegarde,Clairette,Mas Carlot
105415,US,"Principally sourced from the winery's oldest block of Cabernet Sauvignon, this offers a solid core of dense black cherry and cassis fruit. There's a streak of cola and sassafras, and the wine seems to lighten up as it sails into the finish. The blend includes 10% Cabernet Franc and 5% Petit Verdot.",Reserve,90,42,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Kiona 2010 Reserve Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Kiona
90537,US,"A full-bodied explosion of hearty ripe fruit is the story in this soft, straightforwardly approachable and enjoyable wine. It's blended with 15% Merlot and 10% Cabernet Franc and aged in oak, giving it smokiness and a length of spice that opens in the glass.",Cellar Select Blend,92,65,California,Napa Valley,Napa,Virginie Boone,@vboone,Joseph Cellars 2012 Cellar Select Blend Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Joseph Cellars
88175,US,"Light garnet in color with a tawny rim, this offers earthy, wet stone aromas and then gushing fruit flavors like raspberry and wild blackberry that ride on a wave of lively acidity, making for a fascinating taste adventure. This nails the acid-tannin-alcohol balance in a way that's compelling and delicious.",Paraboll,93,54,California,Anderson Valley,NA,Jim Gordon,@gordone_cellars,Foursight 2013 Paraboll Pinot Noir (Anderson Valley),Pinot Noir,Foursight
19957,Italy,"Rubizzo is a fantastic value wine that is simple and concrete but also bright, cheerful and fruit-forward. The cherry tones are plump and mature and the wine feels softly round on the close.",Rubizzo,88,13,Tuscany,Toscana,NA,NA,NA,Rocca delle Macìe 2008 Rubizzo Sangiovese (Toscana),Sangiovese,Rocca delle Macìe
7829,Australia,"This full-bodied effort goes down surprisingly easy. Aromas of shoe polish, black plums and a dash of black pepper presage flavors of blackberry, plum and brandied spice cake. Finishes with warm notes of chocolate and spice. —J.C.",NA,87,21,South Australia,McLaren Vale,NA,Joe Czerwinski,@JoeCz,Kangarilla Road 2000 Shiraz (McLaren Vale),Shiraz,Kangarilla Road
105279,France,"With vineyards close to the Gironde, this is a well-situated château. This 2012 is one of the best from the property for several years, giving ripe tannins, balanced wood and good black currant acidity. It's not for long-term aging, so drink from 2017.",NA,88,34,Bordeaux,Médoc,NA,Roger Voss,@vossroger,Château Loudenne 2012  Médoc,Bordeaux-style Red Blend,Château Loudenne
19901,Australia,"Citrusy and perfumed, with a bit of tomato-leaf herbalness thrown into the mix, this is a light, rainwater-fresh style of Sauvignon Blanc that needs more concentration and intensity before it can be considered top-flight. It's a workmanlike effort, but nothing more.",NA,85,19,Victoria,Yarra Valley,NA,Joe Czerwinski,@JoeCz,Coldstream Hills 2007 Sauvignon Blanc (Yarra Valley),Sauvignon Blanc,Coldstream Hills
120229,US,"This bold wine has a very dark color and fresh, concentrated blackberry aromas. Generous berry and black pepper flavors seem to saturate the taste buds, leading to a lingering fruit and spice finish. The texture is almost viscous, as lots of fine tannins add grip. It's the rare wine with no added sulfites.",Estate Grown Biodynamic,90,20,California,Mendocino,NA,Jim Gordon,@gordone_cellars,Frey 2013 Estate Grown Biodynamic Merlot (Mendocino),Merlot,Frey
101730,Italy,"Subdued aromas of pear and white spring flower lift out of the glass. The lean palate offers grapefruit, pear bitter almond and mineral alongside tangy acidity.",Pradvaj,86,22,Piedmont,Roero,NA,Kerin O’Keefe,@kerinokeefe,Malabaila 2014 Pradvaj  (Roero),Arneis,Malabaila
22643,US,"Grassy dill and citrus flavors give this Chardonnay a Sauvignon Blanc-style leanness, but it's balanced with notes of buttered toast and vanilla from new French oak. Brisk with acidity, it's the perfect wine to drink with scallops.",NA,88,28,California,Russian River Valley,Sonoma,NA,NA,HKG 2011 Chardonnay (Russian River Valley),Chardonnay,HKG
68350,Italy,"Subdued aromas suggesting forest floor, leather, stewed plum and exotic spice lead the nose. The dense concentrated palate shows black cherry extract, prune and licorice alongside compact tannins. You'll also notice the heat of evident alcohol.",NA,89,90,Tuscany,Brunello di Montalcino,NA,Kerin O’Keefe,@kerinokeefe,Franci 2012  Brunello di Montalcino,Sangiovese,Franci
37111,US,"Very rich in texture and lightly sweet in flavor, this wine smells citrusy and crisp but tastes full and soft. It has ripe pear and peach flavors and a lingering, honey-like finish.",Wedge Block,87,25,California,Lake County,NA,Jim Gordon,@gordone_cellars,Gregory Graham 2014 Wedge Block Chardonnay (Lake County),Chardonnay,Gregory Graham
73222,US,"Thick blackberry syrup and loads of black pepper meet with dashes of asphalt and dried violets on the nose of this wine from a vineyard near Los Alamos. The palate combines plum-skin tartness and rustic elderberry with cedar and juniper berries, a pleasant blend of wood and fruit.",Thompson Vineyard,92,45,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Zinke 2012 Thompson Vineyard Syrah (Santa Barbara County),Syrah,Zinke
9634,US,"Ripe aromas of blueberry, acai fruit and grape candy get touched by smoked meat, crushed herbs and a slight mint. Leather and tar flavors emerge on the palate, but the fruits and spice characteristics are wound up in incredibly firm, mouth-drying tannins, which are overwhelming right now.",Red Cloud,85,25,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Wild Coyote 2012 Red Cloud Syrah (Paso Robles),Syrah,Wild Coyote
103378,US,"This is a big, rich, extracted, dryly tannic Cabernet. The suggestion is ageability, but the wine seems to lack the dynamic tension to ride out the years. It has plenty of ripe blackberry fruit, but snaps to a quick finish. Quite good, but a disappointing expression of the Stagecoach Vineyard.",Stagecoach Vineyard,88,65,California,Napa Valley,Napa,NA,NA,Miner 2007 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Miner
11755,Australia,"The 60% Grenache shows in this wine's red-berry aromas and flavors, while the 20% Mourvèdre imparts a slightly horsey, leathery note. It's full-bodied and lushly textured, it just doesn't seem quite as harmonious at this stage as some earlier vintages.",The Steading,89,35,South Australia,Barossa Valley,NA,Joe Czerwinski,@JoeCz,Torbreck 2006 The Steading Red (Barossa Valley),Rhône-style Red Blend,Torbreck
73048,US,"Absolutely opaque—it's definitely one of the darkest, inkiest wines out there. The black-currant nose shows lots of depth, with vanilla and cinnamon shadings. Though it is massive and a bit unpenetrable now, the softness, blackberry fruit and full tannins suggest it will be really nice in a few years. Just expect a real fruit ball.",Generations,91,65,California,Napa Valley,Napa,NA,NA,Raymond 1997 Generations Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Raymond
58760,US,"Grenache makes up half of this wine with the rest equally split across Syrah and Mourvèdre. It brings aromas of herb, cherry, blueberry and raspberry that are followed by silky feeling red and blue-fruit flavors that linger on the finish.",NA,91,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Woodinville Wine Cellars 2013 G-S-M (Columbia Valley (WA)),G-S-M,Woodinville Wine Cellars
64066,France,"From the privileged soil of St.-Julien, this is an opulently rich wine. The weight is obvious as is the sweet fruit. But there is complexity as well, spice and black currant fruit powerful and concentrated. For long-term aging.",NA,92,NA,Bordeaux,Saint-Julien,NA,Roger Voss,@vossroger,Château du Glana 2008  Saint-Julien,Bordeaux-style Red Blend,Château du Glana
78541,US,"Almost entirely fermented in stainless steel, it has unquestionable acidity captured in the bottle, without a sacrifice of ripe, juicy peach fruit. Lemongrass lingers on the tail end.",Estate Grown,89,25,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Fritz 2013 Estate Grown Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Fritz
44164,US,"Fairly tannic, this lovely Pinot Noir has a dusty, dry astringency that tamps down the palate's enjoyment of the fruit, and suggests aging. Yet the vast flavors range from cherries, pomegranates and persimmons to the cola and Asian spices that always characterize WS Pinots. Best after 2010 and for six years or so.",Bucher Vineyard,92,54,California,Russian River Valley,Sonoma,NA,NA,Williams Selyem 2006 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
64955,Spain,"Warm and smelling of menthol, cough syrup and sweet, jammy berry fruit. The palate is also fairly medicinal in terms of flavor, while the feel is a bit hard and underdeveloped. Turns more tart and herbal the more you get to know it.",Roble,83,14,Northern Spain,Ribera del Duero,NA,Michael Schachner,@wineschach,Legón 2008 Roble  (Ribera del Duero),Tempranillo,Legón
73375,US,"The Two Vines Chardonnay is simple, clean and reliable. Suggestions of green apple and white peach appear on the palate.",Two Vines,85,8,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Columbia Crest 2010 Two Vines Chardonnay (Washington),Chardonnay,Columbia Crest
22705,US,"Here's a smooth, easy- drinking Syrah that shows plenty of class. The blackberry, beef teriyaki, black pepper and leather flavors are brightened with acidity, while a touch of new oak adds some nice smokiness.",NA,87,20,California,Sonoma Valley,Sonoma,NA,NA,Peter Cellars 2006 Syrah (Sonoma Valley),Syrah,Peter Cellars
128418,US,"Layered black cherry, cola and raspberry flavors laced with cardamom and clove make this medium-bodied red succulently memorable. It's balanced and forgiving, its supple texture yielding to a creaminess on the finish that's irresistible.",Klopp Ranch,94,66,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Merry Edwards 2014 Klopp Ranch Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
42131,Argentina,"Sweet and honeyed, but flat and cloying. Candied melon and citrus flavors run heavy and chunky, and the finish is more of the same. Big, ripe, sticky and sweet but definitely not elevated in class.",Unoaked,83,12,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Zolo 2008 Unoaked Chardonnay (Mendoza),Chardonnay,Zolo
94666,US,"Tar, baked blackberry and dusty, smoked oak define this full-bodied, 100% varietal wine that was aged in French oak, 85% of it new. The wood provides depth and breadth around velvety layers of juicy black-cherry pie and vanilla.",Signature Series,87,23,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Don & Sons 2014 Signature Series Pinot Noir (Sonoma Coast),Pinot Noir,Don & Sons
15229,Italy,"Pork marinated in teriyaki sauce or spicy tandoori chicken would pair nicely with this hearty offering. It has a generous accent of spicy clove, black pepper and cardamom that is followed by supple tannins.",Ca' de' Rocchi Monterè,87,NA,Veneto,Valpolicella Superiore Ripasso,NA,NA,NA,Tinazzi 2010 Ca' de' Rocchi Monterè  (Valpolicella Superiore Ripasso),"Corvina, Rondinella, Molinara",Tinazzi
24232,France,"Obviously a wine to drink on February 14, this is brightly fruity and crisp while showing some good dense flavors. Red fruits push through the citrus and grapefruit acidity to give a full-bodied, ripe wine.",NA,90,25,Provence,Côtes de Provence,NA,Roger Voss,@vossroger,Château les Valentines 2013 Rosé (Côtes de Provence),Rosé,Château les Valentines
